y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
16,10234,0,80,282,306,39,0,29,0,0
15,10234,0,144,300,293,77,0,35,0,0
14,10234,0,116,461,271,71,20,29,0,0
13,10234,0,250,496,277,73,60,48,0,0
12,10234,0,341,529,309,81,82,14,0,0
11,10234,0,406,382,266,63,90,14,0,0
10,10234,0,503,395,316,56,112,14,0,0
9,10234,0,533,356,274,51,95,7,0,0
8,10234,0,456,275,301,51,44,15,0,0
7,10234,0,315,404,319,60,67,22,0,0
6,10234,0,483,380,337,102,62,17,0,12
5,10234,0,532,329,412,120,54,35,0,12
4,10234,0,380,195,396,106,94,31,0,12
3,10234,0,424,99,304,125,140,87,0,12
2,10234,0,418,152,249,42,123,103,0,0
1,10234,0,210,266,139,29,147,170,0,0
0,10234,0,210,275,116,68,120,190,0,0
-1,10234,0,132,288,209,50,116,170,0,0
-2,10234,0,0,192,215,37,91,115,0,0
-3,10234,0,0,112,270,46,72,109,0,0
-4,10234,0,0,25,231,100,46,67,0,6
-5,10234,0,0,0,217,114,56,97,0,9
-6,10234,0,0,0,144,52,33,44,0,6
-7,10234,0,0,0,172,5,21,135,0,6
-8,10234,0,0,0,105,51,53,229,0,0
-9,10234,0,0,0,122,57,129,209,0,0
-10,10234,0,0,0,137,56,138,152,0,14
-11,10234,0,0,0,160,60,170,161,0,40
-12,10234,0,0,0,147,35,177,92,0,45
-13,10234,0,0,0,123,36,146,75,0,32
-14,10234,0,0,0,78,35,76,102,0,14
-15,10234,0,0,0,71,9,24,63,0,14
-16,10234,0,0,0,77,38,23,109,0,8
-17,10234,0,0,0,98,31,72,104,0,3
-18,10234,0,0,0,63,23,121,140,0,7
-19,10234,0,0,0,55,16,141,172,0,23
-20,10234,0,0,0,53,0,144,168,0,23
-21,10234,5,0,0,36,26,111,155,0,12
-22,10234,76,0,0,30,46,102,170,0,16
-23,10234,245,0,0,22,27,82,104,0,32
-24,10234,309,0,0,4,18,76,122,0,34
-25,10234,407,0,0,16,22,107,131,0,22
-26,10234,428,0,0,10,4,100,111,0,10
-27,10234,370,0,0,4,19,103,107,0,4
-28,10234,359,0,0,12,32,94,91,0,4
-29,10234,342,0,0,11,27,128,64,0,14
-30,10234,336,0,0,18,17,85,103,0,9
-31,10234,334,0,0,8,6,57,99,0,13
-32,10234,321,0,0,14,14,51,79,0,8
-33,10234,278,0,0,18,15,144,105,0,16
-34,10234,192,0,0,29,8,113,101,0,28
-35,10234,105,0,0,26,22,127,59,0,11
-36,10234,42,0,0,48,13,145,81,0,34
-37,10234,8,0,0,65,7,120,94,0,31
-38,10234,0,0,0,68,2,172,76,0,17
-39,10234,0,0,0,84,3,273,46,0,18
-40,10234,0,0,0,73,2,255,24,0,13
-41,10234,0,0,0,33,2,184,42,0,13
-42,10234,0,0,0,49,6,229,98,0,29
-43,10234,0,0,0,64,7,203,190,0,39
-44,10234,0,0,0,60,6,190,221,0,40
-45,10234,0,0,0,66,1,171,182,0,16
-46,10234,0,0,0,50,0,221,161,0,19
-47,10234,0,0,0,45,3,293,91,0,16
-48,10234,0,0,0,49,17,299,24,0,31
-49,10234,2,0,0,33,23,235,14,0,37
-50,10234,0,0,0,25,41,223,29,0,40
-51,10234,0,0,0,11,25,213,22,0,19
-52,10234,49,0,0,22,25,245,8,0,10
-53,10234,112,0,0,21,21,323,8,0,6
-54,10234,118,0,0,24,11,415,0,0,11
-55,10234,230,0,0,13,13,380,0,0,29
-56,10234,450,0,0,15,8,360,0,0,48
-57,10234,582,0,0,16,10,297,0,0,32
-58,10234,684,0,0,16,15,268,0,0,17
-59,10234,842,0,0,36,12,307,3,0,14
