y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-30,10234,1268,0,0,35,22,57,133,0,18
-31,10234,918,0,0,34,8,65,103,0,18
-32,10234,677,0,0,23,15,47,92,0,16
-33,10234,546,0,0,25,27,64,64,0,8
-34,10234,439,0,0,19,37,52,43,0,18
-35,10234,395,0,0,23,41,72,27,0,21
-36,10234,325,0,0,24,41,171,67,0,22
-37,10234,202,0,0,22,6,188,140,0,9
-38,10234,75,0,0,24,3,133,140,0,17
-39,10234,52,0,0,31,16,114,186,0,9
-40,10234,61,0,0,25,20,129,210,0,0
-41,10234,47,0,0,16,29,146,159,0,0
-42,10234,34,0,0,4,25,112,181,0,0
-43,10234,21,0,0,0,17,116,176,0,11
-44,10234,14,0,0,16,9,138,208,0,16
-45,10234,9,0,0,18,1,171,188,0,18
-46,10234,5,0,0,30,3,222,131,0,17
-47,10234,4,0,0,53,2,375,61,0,37
-48,10234,10,0,0,51,3,331,33,0,38
-49,10234,3,0,0,69,6,308,10,0,37
-50,10234,4,0,0,72,31,259,14,0,25
-51,10234,6,0,0,42,30,230,14,0,8
-52,10234,4,0,0,46,66,281,38,0,8
-53,10234,1,0,0,24,45,333,36,0,17
-54,10234,62,0,0,18,79,307,36,0,13
-55,10234,282,0,0,21,90,324,60,0,15
-56,10234,615,0,0,14,94,324,84,0,11
-57,10234,543,0,0,15,63,369,82,0,4
-58,10234,334,0,0,18,54,351,56,0,27
-59,10234,214,0,0,18,31,364,56,0,27
