y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-39,10234,66,0,0,1615,15,184,138,0,44
-40,10234,32,0,0,1828,17,171,101,0,41
-41,10234,40,0,0,2804,39,210,70,0,48
-42,10234,70,0,0,2668,53,184,32,0,74
-43,10234,77,0,0,3480,60,271,45,0,94
-44,10234,46,0,0,3462,46,328,95,0,61
-45,10234,18,0,0,3454,46,407,106,0,70
-46,10234,13,0,0,3472,44,416,102,0,67
-47,10234,17,0,0,3405,46,417,68,0,74
-48,10234,13,0,0,3351,57,555,8,0,39
-49,10234,6,0,0,3311,51,726,10,0,68
-50,10234,1,0,0,3243,61,647,37,0,78
-51,10234,1,0,0,3324,55,619,56,0,77
-52,10234,0,0,0,3388,81,520,47,0,60
-53,10234,3,0,0,3441,48,461,47,0,61
-54,10234,75,0,0,3442,53,468,76,0,54
-55,10234,364,0,0,3454,59,483,75,0,41
-56,10234,839,0,0,3460,72,448,53,0,38
-57,10234,904,0,0,3448,85,553,19,0,48
-58,10234,791,0,0,3696,78,589,7,0,57
-59,10234,668,0,0,3693,64,645,18,0,67
